20,0.0
21,0.0
22,0.0
23,0.0
24,1.0928259369382485
25,1.215814028618425
26,1.7758545191821289
27,2.1038242797612323
28,2.718578127743411
29,3.2650752797474514
30,3.497363800266622
31,3.715871369757247
32,3.8385600173920196
33,3.9751958859767136
34,4.1254753929662975
35,4.358093779413894
36,4.617591694647717
37,4.836192764242468
38,4.8362152275756
39,5.163662507267137
40,5.478298876692268
41,5.546123827955859
42,5.805968113870202
43,5.914343544053096
44,6.0381437368908415
45,6.174710305000478
46,6.242949381817387
47,6.46149090319101
48,6.666331098568056
49,6.761695613846601
50,6.68033290509625
51,6.8847874148713535
52,7.035614295037989
53,7.185989683360324
54,7.308706245983005
55,7.363521784345642
56,7.951001083683347
57,7.623107046429893
58,7.690262498460033
59,7.814476686501384
60,7.93742252221798
61,7.90949302527102
62,8.018722038646414
63,8.019336589294715
64,8.114618878678117
65,8.455318536196879
66,8.331685269335887
67,8.332671993411228
68,8.333039656255155
69,8.414847648665484
70,8.536711435616022
71,8.632793654822365
72,8.633535413988833
73,8.770559520180385
74,8.701565902593817
75,9.166780019653162
76,8.92105144284546
77,9.002759935072968
78,9.0027076663785
79,9.002739027522349
80,9.057657333001762
81,9.057604744115558
82,9.125160144720477
83,9.179759187499776
84,9.22148975142083
85,9.276211017113422
86,9.371058574332883
87,9.452626066909373
88,9.412050808463176
89,9.412105450902034
90,9.424616958063485
91,9.425820703690853
92,9.411690184278326
93,9.370688641219926
94,9.439634761520582
95,9.535437735974337
96,9.740512364312485
97,10.027411468908632
98,10.218646266832431
99,10.410121936731116
100,10.573938079716255
99,10.463784047205273
98,10.205115324905718
97,10.013075778058239
96,9.795385079581088
95,9.52187615850684
94,9.426389854122982
93,9.397135580159917
92,9.398499484259867
91,9.411111057810375
90,9.42610527031556
89,9.342576995138174
88,9.466758564542669
87,9.794611675003019
86,9.42493427933905
85,9.288998893080397
84,9.220494018881727
83,9.207411312336006
82,9.166567137500099
81,9.152449102556426
80,9.083229692367919
79,8.9341943594477
78,8.98692812432374
77,8.879901537426589
76,8.810827274622484
75,8.715934531108006
74,8.647477214305502
73,8.619534471872926
72,8.579281288662516
71,8.606523890756959
70,8.524705475929524
69,8.415512100113398
68,8.333039656255155
67,8.154740131369694
66,8.087099731811824
65,8.114081841729051
64,7.96202762794523
63,7.881723374871287
62,7.8404434715414535
61,7.813505859523408
60,7.7730854893459025
59,7.691119737261412
58,7.623009676418466
57,7.486257513189349
56,7.3770633078819134
55,7.281536171174114
54,7.171611922497064
53,6.612080587127763
52,6.980903897906038
51,7.131227442492058
50,7.0219773695930625
49,6.994524548520859
48,6.776095152382127
47,6.653072283149841
46,6.85782514668708
45,6.502465324902751
44,6.201974420888865
43,6.037281481418368
42,5.750869623886739
41,5.532129408302571
40,5.395640117461705
39,5.203840337287365
38,5.0949164103207565
37,4.876956586134779
36,4.617500543330293
35,4.369898281735412
34,4.1803213122019205
33,4.016363824653739
32,5.874396401682205
31,4.043676636790439
30,3.6745632149795564
29,3.2240723524011403
28,3.3334055182847306
27,2.841400222390911
26,2.581984150309264
25,2.117510064341511
24,1.9125897355342683
23,1.4890998265257338
22,1.0928665425783595
21,0.7512236291842685
